Location_ID,Address,Lat,Long,Post_Code,City,Country_code,Country_name,States
314,0429 Christian Way,33.72255,-116.37697,59853,Palm Desert,US,America,Los_Angeles
315,5285 Lisa Course,41.6764,-91.58045,15228,Coralville,US,America,Chicago
316,3065 Kelly Glen,43.61062,-72.97261,68552,Rutland,US,America,New_York
317,7637 Aimee Ranch,41.50343,-74.01042,94026,Newburgh,US,America,New_York
318,95422 Gonzalez Crest Suite 624,42.24113,-88.3162,93658,Crystal Lake,US,America,Chicago
319,0126 Miller Springs,43.54072,-116.56346,33264,Nampa,US,America,Boise
320,57891 Lisa Estate,20.88953,-156.47432,77615,Kahului,US,America,Honolulu
321,4380 Jones Run,27.71809,-82.35176,78387,Sun City Center,US,America,New_York
322,73849 Edward Vista,39.72943,-104.83192,00608,Aurora,US,America,Denver
323,483 Smith Loop Suite 154,47.92526,-97.03285,13666,Grand Forks,US,America,Chicago
324,250 Mary Ranch Suite 063,40.2737,-76.88442,75247,Harrisburg,US,America,New_York
325,0297 Deborah Bridge Apt. 126,40.72371,-73.95097,78849,Greenpoint,US,America,New_York
326,381 Michelle Lock,41.0051,-73.78458,37592,Scarsdale,US,America,New_York
327,0568 Sandra Valleys,40.72816,-74.07764,78600,Jersey City,US,America,New_York
328,067 Mary Flats,45.16024,-93.08883,60495,Lino Lakes,US,America,Chicago
329,330 David Throughway,46.09273,-88.64235,43748,Iron River,US,America,Menominee
330,29640 Salinas Creek Suite 263,43.1009,-75.23266,51245,Utica,US,America,New_York
331,795 Dawn Pine,39.45621,-77.96389,28789,Martinsburg,US,America,New_York
332,3918 Eric Expressway Suite 051,34.25807,-88.70464,81656,Tupelo,US,America,Chicago
333,640 Taylor Passage,38.91817,-78.19444,94256,Front Royal,US,America,New_York
334,946 Karen Radial Suite 351,41.8542,-87.66561,64998,Lower West Side,US,America,Chicago
335,0415 Lee Junctions Apt. 333,40.67705,-73.89125,16449,Cypress Hills,US,America,New_York
336,256 Natalie Skyway Apt. 861,42.24113,-88.3162,93457,Crystal Lake,US,America,Chicago
337,411 Craig Knoll,32.44874,-99.73314,19821,Abilene,US,America,Chicago
338,4274 Shelby Vista,33.76446,-117.79394,76557,North Tustin,US,America,Los_Angeles
339,73564 Hebert Cove,34.25628,-78.04471,61263,Leland,US,America,New_York
340,217 Tate Island Suite 724,26.91756,-82.07842,54328,Punta Gorda Isles,US,America,New_York
341,9211 Hall Road,39.33427,-76.43941,56250,Middle River,US,America,New_York
342,090 Andersen Loop Suite 332,39.33427,-76.43941,15792,Middle River,US,America,New_York
343,5783 Waters Rapid,47.64995,-117.23991,24998,Opportunity,US,America,Los_Angeles
344,05218 Obrien Gateway Apt. 817,37.73604,-120.93549,81139,Riverbank,US,America,Los_Angeles
345,5913 Cynthia Lodge Suite 853,40.34912,-111.90466,45102,Saratoga Springs,US,America,Denver
346,172 Emily Mill Suite 547,28.54944,-81.77285,45493,Clermont,US,America,New_York
347,355 Browning Stravenue Suite 306,37.71715,-122.40433,76657,Visitacion Valley,US,America,Los_Angeles
348,9081 Johnson Divide Apt. 208,41.47892,-87.45476,26321,Schererville,US,America,Chicago
349,91365 Smith Mount Suite 632,42.55308,-87.93341,01925,Pleasant Prairie,US,America,Chicago
350,29015 Elizabeth Way,39.00622,-77.4286,65563,Sterling,US,America,New_York
351,9585 Archer Ridges Apt. 323,41.27621,-72.86843,13374,East Haven,US,America,New_York
352,09819 Chavez Mission,41.50343,-74.01042,02344,Newburgh,US,America,New_York
353,832 Spencer Spring Suite 980,33.35283,-111.78903,75297,Gilbert,US,America,Phoenix
354,4841 Berry Glens,33.72255,-116.37697,35524,Palm Desert,US,America,Los_Angeles
355,1945 Jennifer Way Suite 015,40.34912,-111.90466,14323,Saratoga Springs,US,America,Denver
356,000 Goodman Creek,36.06523,-119.01677,87787,Porterville,US,America,Los_Angeles
357,3484 Gonzalez Summit,40.63316,-74.13653,79591,Port Richmond,US,America,New_York
358,4509 Rodriguez Square Apt. 267,42.16808,-88.42814,46202,Huntley,US,America,Chicago
359,328 Owens Mountains Apt. 128,27.09978,-82.45426,33397,Venice,US,America,New_York
360,5065 Teresa Mountains Apt. 884,42.30865,-83.48216,35907,Canton,US,America,Detroit
361,50792 Nolan Hill Suite 707,35.74788,-95.36969,32478,Muskogee,US,America,Chicago
362,10676 Mark Springs Apt. 743,32.44874,-99.73314,61477,Abilene,US,America,Chicago
363,680 Garcia Centers,35.25064,-91.73625,34268,Searcy,US,America,Chicago
364,941 Olson Junction Suite 530,37.73604,-120.93549,31706,Riverbank,US,America,Los_Angeles
365,065 Alice Wells Apt. 183,25.67927,-80.31727,96600,Kendall,US,America,New_York
366,39787 White Greens Apt. 054,44.73941,-93.12577,82585,Rosemount,US,America,Chicago
367,60012 Kline Expressway Apt. 082,45.53929,-122.38731,20807,Troutdale,US,America,Los_Angeles
368,28266 Mike Key,40.58654,-122.39168,02595,Redding,US,America,Los_Angeles
369,055 Miller Ports,40.5576,-74.28459,48375,Woodbridge,US,America,New_York
370,3594 Jason Pine,31.12406,-97.90308,79181,Copperas Cove,US,America,Chicago
371,159 Christina Knolls,42.24113,-88.3162,61837,Crystal Lake,US,America,Chicago
372,2665 Logan Green Apt. 571,40.57788,-73.95958,49498,Brighton Beach,US,America,New_York
373,526 James Prairie Suite 969,41.6764,-91.58045,00707,Coralville,US,America,Chicago
374,07691 Wendy Highway Apt. 609,39.45621,-77.96389,53448,Martinsburg,US,America,New_York
375,9666 Kyle Expressway Suite 189,42.55308,-87.93341,21362,Pleasant Prairie,US,America,Chicago
376,24075 Lin Pass Apt. 490,34.14251,-118.25508,91687,Glendale,US,America,Los_Angeles
377,3504 Chung Forks,33.44872,-86.78777,29425,Vestavia Hills,US,America,Chicago
378,49832 Cunningham Shore Suite 579,35.05266,-78.87836,04535,Fayetteville,US,America,New_York
379,654 Kelly Parks Suite 693,33.50921,-111.89903,26983,Scottsdale,US,America,Phoenix
380,7063 Vaughn Manors,38.70734,-77.02303,41016,Fort Washington,US,America,New_York
381,23422 Clark Ports Apt. 012,41.15376,-87.88754,75837,Bourbonnais,US,America,Chicago
382,2049 Rodriguez Green Suite 988,37.71715,-122.40433,34666,Visitacion Valley,US,America,Los_Angeles
383,800 Chandler Rest,38.54491,-121.74052,42131,Davis,US,America,Los_Angeles
384,66194 Barron Valley,39.43534,-84.20299,05787,Lebanon,US,America,New_York
385,65055 Ryan Station,39.32011,-76.51552,14268,Rosedale,US,America,New_York
386,58620 Samantha Route,40.94065,-73.99681,27739,Dumont,US,America,New_York
387,163 Davis Stream Apt. 432,38.91817,-78.19444,50922,Front Royal,US,America,New_York
388,30846 Susan Cove Suite 548,41.27621,-72.86843,65877,East Haven,US,America,New_York
389,091 Reynolds Courts,26.2173,-80.22588,13597,North Lauderdale,US,America,New_York
390,1941 Nancy Hollow Apt. 167,39.43534,-84.20299,43055,Lebanon,US,America,New_York
391,32090 Woods Plaza,41.14676,-73.49484,56116,New Canaan,US,America,New_York
392,91524 Shane Flats,34.21639,-119.0376,34823,Camarillo,US,America,Los_Angeles
393,72939 Bell Greens Suite 229,36.91023,-121.75689,64750,Watsonville,US,America,Los_Angeles
394,95940 Griffin Forest,41.50343,-74.01042,29958,Newburgh,US,America,New_York
395,505 Ronald Street Apt. 980,27.71809,-82.35176,07497,Sun City Center,US,America,New_York
396,475 Rachel Light Apt. 640,45.16024,-93.08883,06327,Lino Lakes,US,America,Chicago
397,1908 Mary Throughway,36.91023,-121.75689,05012,Watsonville,US,America,Los_Angeles
398,964 Daniel Crossing,34.77453,-96.67834,73199,Ada,US,America,Chicago
399,79463 Alexa Oval,39.78504,-85.76942,30452,Greenfield,US,America,Indiana/Indianapolis
400,7133 Eric Well,34.14251,-118.25508,55598,Glendale,US,America,Los_Angeles
401,380 Moore Park Apt. 046,40.65995,-111.99633,63390,Kearns,US,America,Denver
402,658 Megan Hills Apt. 543,33.93113,-117.54866,57431,Norco,US,America,Los_Angeles
403,6553 Kevin Fields Apt. 368,39.96097,-75.60804,41881,West Chester,US,America,New_York
404,7348 Long Circles,40.65995,-111.99633,62955,Kearns,US,America,Denver
405,121 Baker Loaf Suite 309,39.96097,-75.60804,08421,West Chester,US,America,New_York
406,5660 Middleton Shore Apt. 102,43.16547,-77.70066,73798,Gates-North Gates,US,America,New_York
407,56284 Wright Club,41.8542,-87.66561,19777,Lower West Side,US,America,Chicago
408,20074 Chandler Brooks,40.60538,-73.75513,61680,Far Rockaway,US,America,New_York
409,20865 Tiffany Island,29.65163,-82.32483,89357,Gainesville,US,America,New_York
410,834 Brown Wall Suite 723,39.32011,-76.51552,71584,Rosedale,US,America,New_York
411,386 Ramirez Street,47.38093,-122.23484,08283,Kent,US,America,Los_Angeles
412,419 Daniel Trail Apt. 754,40.24537,-75.64963,23220,Pottstown,US,America,New_York
413,822 Brady Squares,32.5007,-94.74049,39916,Longview,US,America,Chicago
414,30954 Cain Stream,40.81,-73.9625,37484,Morningside Heights,US,America,New_York
415,552 Dawn Plain Apt. 122,45.16024,-93.08883,54875,Lino Lakes,US,America,Chicago
416,455 Romero Streets,35.25064,-91.73625,68621,Searcy,US,America,Chicago
417,619 Stevens Cliffs,38.96372,-76.99081,95136,Chillum,US,America,New_York
418,262 Parrish Bypass Suite 644,35.88264,-80.08199,11471,Thomasville,US,America,New_York
419,593 Martha Mills Suite 288,28.15112,-82.46148,94790,Lutz,US,America,New_York
420,8340 Neal Haven,40.72371,-73.95097,17725,Greenpoint,US,America,New_York
421,94374 Bobby Mews,39.57582,-105.11221,91118,Ken Caryl,US,America,Denver
422,215 Hall Track,41.8542,-87.66561,53136,Lower West Side,US,America,Chicago
423,215 Elizabeth Lock Suite 453,32.9156,-117.14392,94251,Mira Mesa,US,America,Los_Angeles
424,990 Mueller Ford,41.84364,-87.71255,21562,South Lawndale,US,America,Chicago
425,3013 Sanders Roads,25.67927,-80.31727,19578,Kendall,US,America,New_York
426,409 Kenneth Light Apt. 951,33.35283,-111.78903,48178,Gilbert,US,America,Phoenix
427,901 Hopkins Walks,29.53885,-95.44744,41167,Fresno,US,America,Chicago
428,101 Savage Park Apt. 786,36.06523,-119.01677,62468,Porterville,US,America,Los_Angeles
429,08716 Mckay Fall,38.06084,-97.92977,74742,Hutchinson,US,America,Chicago
430,9376 Eric Highway Suite 690,33.7207,-116.21677,09517,Indio,US,America,Los_Angeles
431,7857 Denise Fords Suite 757,39.71734,-74.96933,90871,Sicklerville,US,America,New_York
432,1493 Tina Pine Suite 120,31.84568,-102.36764,77099,Odessa,US,America,Chicago
433,742 Margaret Mews Suite 460,28.15112,-82.46148,06578,Lutz,US,America,New_York
434,1067 Dave Brook,35.61452,-88.81395,62647,Jackson,US,America,Chicago
435,04272 John Forges,36.91023,-121.75689,86766,Watsonville,US,America,Los_Angeles
436,77521 Nancy Ranch,27.71809,-82.35176,07864,Sun City Center,US,America,New_York
437,4074 Angela Common,40.5576,-74.28459,95537,Woodbridge,US,America,New_York
438,838 Ann Hills Apt. 225,33.54428,-84.23381,13765,Stockbridge,US,America,New_York
439,6848 Daniel Locks Apt. 206,31.84568,-102.36764,04568,Odessa,US,America,Chicago
440,953 Brian Bypass Apt. 351,29.84576,-90.10674,37821,Estelle,US,America,Chicago
441,0163 Nelson Trail Apt. 281,40.5576,-74.28459,47924,Woodbridge,US,America,New_York
442,0164 Ramirez Avenue Apt. 753,26.18924,-98.15529,10425,San Juan,US,America,Chicago
443,8122 Mary Corners Suite 860,37.71715,-122.40433,47333,Visitacion Valley,US,America,Los_Angeles
444,9937 Robin Flat,42.93369,-72.27814,80168,Keene,US,America,New_York
445,9906 Leslie Manors Suite 325,40.67705,-73.89125,51331,Cypress Hills,US,America,New_York
446,331 Roberson Falls Apt. 056,33.08014,-83.2321,14097,Milledgeville,US,America,New_York
447,2257 Morgan Trafficway,41.47892,-87.45476,42739,Schererville,US,America,Chicago
448,272 Taylor Plains Suite 510,39.71734,-74.96933,91751,Sicklerville,US,America,New_York
449,3145 Clifford Mill Apt. 077,33.08014,-83.2321,31605,Milledgeville,US,America,New_York
450,39355 Kenneth Harbors,35.25064,-91.73625,44941,Searcy,US,America,Chicago
451,2616 Donna Mountains,33.76446,-117.79394,88413,North Tustin,US,America,Los_Angeles
452,50177 Stephanie Pine Apt. 161,43.1009,-75.23266,17204,Utica,US,America,New_York
453,949 Smith Wall Apt. 932,47.38093,-122.23484,23760,Kent,US,America,Los_Angeles
454,73080 Gilmore Loaf Suite 759,40.81,-73.9625,71802,Morningside Heights,US,America,New_York
455,90777 Coleman Track,26.91756,-82.07842,04603,Punta Gorda Isles,US,America,New_York
456,7399 Amanda Flats Suite 324,33.95015,-118.03917,70898,South Whittier,US,America,Los_Angeles
457,9146 Bryan Land,41.50343,-74.01042,20067,Newburgh,US,America,New_York
458,714 Howard Walk Suite 656,41.72059,-87.70172,01428,Evergreen Park,US,America,Chicago
459,5315 Nicholas Manor,26.18924,-98.15529,77372,San Juan,US,America,Chicago
460,65103 Jones Hollow Apt. 323,44.99012,-123.02621,91710,Keizer,US,America,Los_Angeles
461,542 Deborah Park Apt. 279,33.08014,-83.2321,00900,Milledgeville,US,America,New_York
462,4388 Courtney Villages Suite 422,46.09273,-88.64235,53379,Iron River,US,America,Menominee
463,7762 Clark Track Suite 670,44.73941,-93.12577,64909,Rosemount,US,America,Chicago
464,057 Davidson Mill Apt. 184,42.35843,-71.05977,82239,Boston,US,America,New_York
465,7157 Payne Locks Suite 050,47.76232,-122.2054,62149,Bothell,US,America,Los_Angeles
466,04883 Gina Parkways Suite 180,42.16808,-88.42814,42278,Huntley,US,America,Chicago
467,72890 Wright Groves Apt. 423,31.76212,-95.63079,64817,Palestine,US,America,Chicago
468,45395 Bryan Lights,30.5427,-97.54667,27442,Hutto,US,America,Chicago
469,2749 Rebecca Court,42.52787,-70.92866,29132,Peabody,US,America,New_York
470,51744 Bennett Forges,31.84568,-102.36764,49211,Odessa,US,America,Chicago
471,565 Amanda Trail,39.71734,-74.96933,81904,Sicklerville,US,America,New_York
472,968 Yates Place Apt. 212,29.84576,-90.10674,34248,Estelle,US,America,Chicago
473,385 Hansen Ways,39.33427,-76.43941,92125,Middle River,US,America,New_York
474,38606 Lawrence Points Apt. 115,41.55838,-81.56929,70217,Collinwood,US,America,New_York
475,377 Crystal Shores Suite 887,40.65538,-74.38987,13338,Scotch Plains,US,America,New_York
476,5728 Williams Mission,30.16688,-96.39774,65225,Brenham,US,America,Chicago
477,822 Erica Parkway Apt. 701,36.06523,-119.01677,46683,Porterville,US,America,Los_Angeles
478,5316 Higgins Rapids Apt. 999,38.17492,-122.2608,40304,American Canyon,US,America,Los_Angeles
479,8718 Camacho Cove,43.16547,-77.70066,49192,Gates-North Gates,US,America,New_York
480,242 Carson Fork,40.60538,-73.75513,44768,Far Rockaway,US,America,New_York
481,5973 Butler Streets,44.99012,-123.02621,41963,Keizer,US,America,Los_Angeles
482,7327 Kimberly Canyon Suite 021,39.96097,-75.60804,68572,West Chester,US,America,New_York
483,116 Allison Brooks,39.96097,-75.60804,50019,West Chester,US,America,New_York
484,65837 Daniel Flat,34.09611,-118.10583,14297,San Gabriel,US,America,Los_Angeles
485,191 Sherri Falls,42.24113,-88.3162,60511,Crystal Lake,US,America,Chicago
486,4999 Marc Track,34.25807,-88.70464,96447,Tupelo,US,America,Chicago
487,53329 Wells Circle Apt. 904,38.96372,-76.99081,06738,Chillum,US,America,New_York
488,23413 Barbara Lane Suite 734,39.78504,-85.76942,94085,Greenfield,US,America,Indiana/Indianapolis
489,6590 Melanie Ramp Suite 737,34.63915,-120.45794,01480,Lompoc,US,America,Los_Angeles
490,03584 Stacey Lakes Apt. 335,28.54944,-81.77285,82377,Clermont,US,America,New_York
491,13591 Nelson Flats,31.12406,-97.90308,57958,Copperas Cove,US,America,Chicago
492,3918 Heather Valley Suite 921,41.72059,-87.70172,94043,Evergreen Park,US,America,Chicago
493,3213 Kyle Tunnel Apt. 128,33.52253,-117.70755,34987,Laguna Niguel,US,America,Los_Angeles
494,13983 David Flat,33.52253,-117.70755,82215,Laguna Niguel,US,America,Los_Angeles
495,56820 Newman Ports Apt. 926,40.5576,-74.28459,94728,Woodbridge,US,America,New_York
496,353 Li Causeway,40.93121,-73.89875,79761,Yonkers,US,America,New_York
497,85352 Mark Ways Suite 189,41.0051,-73.78458,40784,Scarsdale,US,America,New_York
498,07137 Lawrence Highway,33.44872,-86.78777,92706,Vestavia Hills,US,America,Chicago
499,1090 Henson Causeway Apt. 104,41.9001,-71.08977,96144,Taunton,US,America,New_York
500,13990 Cook Village,20.88953,-156.47432,61251,Kahului,US,America,Honolulu
501,976 Wyatt Burg,41.55815,-73.0515,47154,Waterbury,US,America,New_York
502,2636 Linda Grove Apt. 429,26.68451,-80.66756,95146,Belle Glade,US,America,New_York
503,3009 Kara Ranch Apt. 395,42.58342,-71.8023,86282,Fitchburg,US,America,New_York
504,187 Joseph Bypass Suite 949,42.24113,-88.3162,31092,Crystal Lake,US,America,Chicago
505,8446 Rodriguez Club Suite 323,40.56754,-89.64066,49195,Pekin,US,America,Chicago
506,796 Kimberly Mills Suite 139,34.09668,-117.71978,41116,Claremont,US,America,Los_Angeles
507,01386 Shaw Course,38.54491,-121.74052,39241,Davis,US,America,Los_Angeles
508,0488 Watson Mountains Apt. 830,42.55308,-87.93341,74772,Pleasant Prairie,US,America,Chicago
509,93041 Rogers Mall,47.92526,-97.03285,19187,Grand Forks,US,America,Chicago
510,2623 Nathaniel Village Suite 154,47.38093,-122.23484,17527,Kent,US,America,Los_Angeles
511,38443 Stephen Place Suite 524,34.63915,-120.45794,14151,Lompoc,US,America,Los_Angeles
512,35825 Hall Fields,33.72255,-116.37697,07670,Palm Desert,US,America,Los_Angeles
513,4641 Aaron Prairie Apt. 380,36.91023,-121.75689,95291,Watsonville,US,America,Los_Angeles
514,942 Breanna Camp,33.52253,-117.70755,78587,Laguna Niguel,US,America,Los_Angeles
515,351 Mary Drives Apt. 487,42.52787,-70.92866,59076,Peabody,US,America,New_York
516,53277 William Track Suite 643,42.93369,-72.27814,85525,Keene,US,America,New_York
517,2667 Chandler Ridges Apt. 498,27.71809,-82.35176,86757,Sun City Center,US,America,New_York
518,069 Anthony Ranch Suite 210,41.80753,-87.65644,44066,New City,US,America,Chicago
519,461 Russell Isle,26.18924,-98.15529,91411,San Juan,US,America,Chicago
520,97657 Lisa Court,41.85059,-87.882,59827,Westchester,US,America,Chicago
521,48385 Velazquez Isle,33.54428,-84.23381,48116,Stockbridge,US,America,New_York
522,12244 Leah Garden Apt. 558,37.60876,-77.37331,99500,Mechanicsville,US,America,New_York
523,083 Huff Extensions,41.50343,-74.01042,61945,Newburgh,US,America,New_York
524,78643 Zachary Mountain Suite 945,36.61033,-88.31476,13291,Murray,US,America,Chicago
525,378 Brian Ferry,34.09611,-118.10583,98394,San Gabriel,US,America,Los_Angeles
526,03239 Matthew Trail Suite 459,45.0408,-93.263,42844,Columbia Heights,US,America,Chicago
527,6179 Chapman Turnpike,40.2737,-76.88442,12843,Harrisburg,US,America,New_York
528,028 Lang Garden,29.65163,-82.32483,10875,Gainesville,US,America,New_York
529,466 Flowers Neck,32.54044,-82.90375,31401,Dublin,US,America,New_York
530,565 Christopher Canyon Suite 920,42.4251,-71.06616,77996,Malden,US,America,New_York
531,385 Madeline Dam Suite 621,42.16808,-88.42814,98177,Huntley,US,America,Chicago
532,5465 Crystal Brook Suite 251,34.25807,-88.70464,30808,Tupelo,US,America,Chicago
533,4907 Ryan Run,34.63915,-120.45794,51348,Lompoc,US,America,Los_Angeles
534,937 Payne Islands,36.20829,-115.98391,29937,Pahrump,US,America,Los_Angeles
535,49623 Darlene Vista,47.4943,-122.24092,54886,Bryn Mawr-Skyway,US,America,Los_Angeles
536,03190 Brenda Circles,30.17746,-81.38758,25668,Palm Valley,US,America,New_York
537,35686 Mike Corners,43.91452,-69.96533,84898,Brunswick,US,America,New_York
538,85010 Evans Camp Apt. 155,41.85059,-87.882,22989,Westchester,US,America,Chicago
539,633 David Estate Suite 987,36.91023,-121.75689,91536,Watsonville,US,America,Los_Angeles
540,10723 Duncan Corner,32.9156,-117.14392,68980,Mira Mesa,US,America,Los_Angeles
541,45616 Jessica Plaza Suite 695,33.7207,-116.21677,92870,Indio,US,America,Los_Angeles
542,07210 John Crest Apt. 384,40.2737,-76.88442,39125,Harrisburg,US,America,New_York
543,799 Lewis Springs Apt. 352,42.52787,-70.92866,28990,Peabody,US,America,New_York
544,668 Lewis Hill,36.61033,-88.31476,17495,Murray,US,America,Chicago
545,0218 Daniel Causeway,39.09112,-94.41551,19750,Independence,US,America,Chicago
546,407 James Stream Apt. 320,45.49428,-122.86705,57858,Aloha,US,America,Los_Angeles
547,9928 Leach Cove Apt. 182,34.21639,-119.0376,20929,Camarillo,US,America,Los_Angeles
548,043 Jordan Mission,33.03699,-117.29198,29668,Encinitas,US,America,Los_Angeles
549,986 Turner Mills Apt. 986,39.33427,-76.43941,55308,Middle River,US,America,New_York
550,15930 Andrew Lodge Suite 335,40.24537,-75.64963,14785,Pottstown,US,America,New_York
551,764 Price Rest,41.84364,-87.71255,50683,South Lawndale,US,America,Chicago
552,201 Bobby Ways,20.88953,-156.47432,48227,Kahului,US,America,Honolulu
553,3605 Whitney Shoals Suite 996,43.54072,-116.56346,33706,Nampa,US,America,Boise
554,242 Scott Shoal,44.99012,-123.02621,11083,Keizer,US,America,Los_Angeles
555,4690 Harris Walk Suite 309,33.72255,-116.37697,40805,Palm Desert,US,America,Los_Angeles
556,5659 Kirby Island,35.25064,-91.73625,08187,Searcy,US,America,Chicago
557,861 Rogers Forges,44.73941,-93.12577,44292,Rosemount,US,America,Chicago
558,2551 Peterson Unions Suite 426,40.65995,-111.99633,52423,Kearns,US,America,Denver
559,134 Garrett Curve,41.85059,-87.882,18645,Westchester,US,America,Chicago
560,03551 Walsh Harbor Apt. 733,45.0408,-93.263,12513,Columbia Heights,US,America,Chicago
561,7746 Shepard Plains,31.12406,-97.90308,12423,Copperas Cove,US,America,Chicago
562,64189 Mathews Expressway,34.21639,-119.0376,54866,Camarillo,US,America,Los_Angeles
563,4452 Robinson Highway,40.72371,-73.95097,52973,Greenpoint,US,America,New_York
564,1183 Stephen Prairie Suite 402,33.44872,-86.78777,91640,Vestavia Hills,US,America,Chicago
565,4945 Diane Bridge Suite 207,43.61062,-72.97261,16272,Rutland,US,America,New_York
566,710 Chambers Mews Apt. 429,34.09668,-117.71978,59009,Claremont,US,America,Los_Angeles
567,568 Crawford Mission,43.91452,-69.96533,74908,Brunswick,US,America,New_York
568,11136 Jones Ramp Suite 082,35.88264,-80.08199,86606,Thomasville,US,America,New_York
569,525 John Lock Apt. 152,41.16704,-73.20483,13200,Bridgeport,US,America,New_York
570,0144 Hardin Prairie,32.35126,-95.30106,51979,Tyler,US,America,Chicago
571,804 Hudson Hills Suite 886,41.75338,-86.11084,39217,Granger,US,America,Indiana/Indianapolis
572,3470 Lindsey Creek,28.90054,-81.26367,44449,Deltona,US,America,New_York
573,40114 Short Street Apt. 645,41.72059,-87.70172,55379,Evergreen Park,US,America,Chicago
574,849 Kim Squares Apt. 742,32.52515,-93.75018,74353,Shreveport,US,America,Chicago
575,44415 Adam Circles,44.99012,-123.02621,90753,Keizer,US,America,Los_Angeles
576,049 Simmons Crest Apt. 433,47.64995,-117.23991,41635,Opportunity,US,America,Los_Angeles
577,00310 Davis Flat,32.9156,-117.14392,47190,Mira Mesa,US,America,Los_Angeles
578,38892 Cruz Ville Apt. 899,41.66394,-83.55521,75050,Toledo,US,America,New_York
579,69881 Autumn Village Apt. 592,40.81,-73.9625,54432,Morningside Heights,US,America,New_York
580,966 Clark Lodge Suite 837,39.08367,-84.50855,01847,Covington,US,America,New_York
581,055 Lucero Roads Suite 981,32.54044,-82.90375,09326,Dublin,US,America,New_York
582,43119 Austin Mews Suite 189,28.15112,-82.46148,02977,Lutz,US,America,New_York
583,316 Jasmine Ramp,20.88953,-156.47432,46541,Kahului,US,America,Honolulu
584,37918 Michele Pass,33.50921,-111.89903,21207,Scottsdale,US,America,Phoenix
585,532 Kevin Parkways Apt. 636,41.16704,-73.20483,77519,Bridgeport,US,America,New_York
586,0808 Amanda Lakes,25.67927,-80.31727,17742,Kendall,US,America,New_York
587,132 Watson Cliffs,43.1009,-75.23266,26592,Utica,US,America,New_York
588,379 Evans Estate,40.56754,-89.64066,39424,Pekin,US,America,Chicago
589,3336 Richard Haven Apt. 205,44.73941,-93.12577,87992,Rosemount,US,America,Chicago
590,3720 Anna Fords,40.5576,-74.28459,60891,Woodbridge,US,America,New_York
591,82278 Jennifer Rapid Apt. 620,31.76212,-95.63079,89185,Palestine,US,America,Chicago
592,70688 Jorge Causeway Suite 707,34.25628,-78.04471,92580,Leland,US,America,New_York
593,957 Hopkins Corner,32.5007,-94.74049,77589,Longview,US,America,Chicago
594,64315 Matthew Neck,36.20829,-115.98391,51896,Pahrump,US,America,Los_Angeles
595,61770 Gonzalez Flat,39.45621,-77.96389,40984,Martinsburg,US,America,New_York
596,79662 Sandra Club,38.96372,-76.99081,65386,Chillum,US,America,New_York
597,36540 Mills Summit,42.97086,-82.42491,85052,Port Huron,US,America,Detroit
598,540 Brown Way,28.15112,-82.46148,53359,Lutz,US,America,New_York
599,79523 William Ranch Apt. 477,34.25628,-78.04471,28845,Leland,US,America,New_York
600,13214 Ruiz Run Apt. 235,41.57721,-93.71133,06192,West Des Moines,US,America,Chicago
601,2907 Madden Prairie,39.33427,-76.43941,82714,Middle River,US,America,New_York
602,5656 Roberson Fields Suite 730,26.91756,-82.07842,37023,Punta Gorda Isles,US,America,New_York
603,99746 Megan Burg Apt. 842,41.0051,-73.78458,40372,Scarsdale,US,America,New_York
604,51955 Padilla Rapid Apt. 834,28.54944,-81.77285,67710,Clermont,US,America,New_York
605,8394 Sanchez Wall,40.68066,-73.47429,45668,Massapequa,US,America,New_York
606,5664 Deborah Squares Apt. 415,33.35283,-111.78903,19859,Gilbert,US,America,Phoenix
607,143 David Islands Apt. 580,34.77453,-96.67834,47647,Ada,US,America,Chicago
608,93634 Adam Views Suite 894,42.30865,-83.48216,04543,Canton,US,America,Detroit
609,637 Carter Crossroad,40.72371,-73.95097,04067,Greenpoint,US,America,New_York
610,61141 Pope Curve,41.66394,-83.55521,15582,Toledo,US,America,New_York
611,12338 Dalton Pine,41.57721,-93.71133,86666,West Des Moines,US,America,Chicago
612,383 Flynn Common Apt. 973,38.58894,-89.99038,77882,Fairview Heights,US,America,Chicago
613,94230 Norman Squares Suite 936,34.25628,-78.04471,78562,Leland,US,America,New_York
614,827 Jared Lake Suite 964,35.61452,-88.81395,97314,Jackson,US,America,Chicago
615,740 Carolyn Stream,28.15112,-82.46148,45652,Lutz,US,America,New_York
616,9713 Mitchell Green Suite 895,34.25628,-78.04471,43604,Leland,US,America,New_York
617,51456 Michele Prairie,35.88264,-80.08199,51576,Thomasville,US,America,New_York
618,5290 James Course Suite 347,36.02506,-86.77917,56610,Brentwood Estates,US,America,Chicago
619,887 Todd Curve,34.21639,-119.0376,63598,Camarillo,US,America,Los_Angeles
620,980 Frank Squares Suite 676,47.80527,-122.24064,69253,Bothell West,US,America,Los_Angeles
621,95224 Brandi Vista Suite 195,43.16547,-77.70066,82165,Gates-North Gates,US,America,New_York
622,965 Betty Turnpike,20.88953,-156.47432,58768,Kahului,US,America,Honolulu
623,6457 Hughes Coves,33.41012,-91.06177,65708,Greenville,US,America,Chicago
624,2321 Anderson Village Apt. 987,37.60876,-77.37331,29790,Mechanicsville,US,America,New_York
625,2098 Carter Court Apt. 746,30.17746,-81.38758,94556,Palm Valley,US,America,New_York
